scenario,scale,row_type,ops_sec,submit_elapsed_ms,p50_ns,p90_ns,p99_ns,p999_ns,max_ns,latency_sample_count,latency_sample_stride,baseline_rss_kb,peak_rss_kb,avg_rss_kb,rss_supported,target_os,gc_count,gc_time_ms,jit_compile_ms,alloc_bytes,heap_used_peak_kb,heap_used_avg_kb
ThinBook,1000000,stddev,816044.72271421,37.45938171885107,20,20,106.50821564555478,312.3075407350902,178757.96559373237,0,0,52.952809179494906,149.18713081227884,72.04609635504204,true,linux,0.7810249675906655,39.73675880088863,13.919770113044255,9291.041741376475,158110.84460213347,145634.5585445213
ThinBook,10000000,run_0,4244810.8595458055,2355.817569,240,360,520,4040,647484,100000,100,44156,955792,508645,true,linux,7,608,0,392581600,831630,630352.56
ThinBook,10000000,run_1,4207710.652239404,2376.589273,240,320,480,3120,32680,100000,100,44072,933268,509724,true,linux,9,754,1,392581600,861326,599175.67
ThinBook,10000000,run_2,4190397.2283867947,2386.408604,200,320,440,3120,37160,100000,100,44212,921256,503307,true,linux,4,600,0,392581600,1386496,1051422.72
ThinBook,10000000,run_3,4681765.437921269,2135.946393,240,360,520,3320,53800,100000,100,44092,926100,507220,true,linux,5,767,3,392581600,1368064,1044264.96
ThinBook,10000000,run_4,4395184.880520411,2275.217146,240,320,480,2800,613803,100000,100,44096,947976,507234,true,linux,5,820,2,392581600,1388544,1046077.44
ThinBook,10000000,run_5,3898796.3952740654,2564.894133,200,320,440,2360,42600,100000,100,44320,942692,505933,true,linux,6,646,2,392581600,1131520,972687.36
ThinBook,10000000,run_6,3876265.0622749757,2579.802939,240,320,480,2800,45480,100000,100,44048,943736,508569,true,linux,7,821,1,392581600,1760256,1103073.28
ThinBook,10000000,run_7,4403606.590788151,2270.86589,240,360,520,3560,36680,100000,100,44064,836632,501617,true,linux,7,789,4,392581600,1648640,1097123.84
ThinBook,10000000,run_8,4346012.310841292,2300.959888,240,320,480,2640,41480,100000,100,44064,936008,508466,true,linux,7,851,3,392581600,1964032,1213163.52
ThinBook,10000000,run_9,4603636.313990749,2172.195916,240,320,480,2240,43320,100000,100,44160,925144,510211,true,linux,7,793,0,392581600,1231872,928778.24
ThinBook,10000000,mean,4284818.573178291,2341.8697751000004,232,332,484,3000,159448.7,100000,100,44128.4,926860.4,507092.6,true,linux,6.4,744.9,1.6,392581600,1357238,968611.959
ThinBook,10000000,stddev,249326.7506342675,138.59550777504302,16,18.33030277982336,28,521.8428882336138,235779.53417294304,0,0,81.10141799006969,31810.635175047984,2623.3275510313233,true,linux,1.3564659966250536,87.77066708189018,1.3564659966250536,0,347325.29734069185,191177.52026314204
ActiveFill,1000000,run_0,10510261.751867875,95.145109,80,160,320,560,38960,100000,10,44124,138852,116294,true,linux,1,14,37,122275568,376832,295116.8
ActiveFill,1000000,run_1,12074068.518213805,82.822124,80,160,280,560,58160,100000,10,44068,138292,115901,true,linux,4,17,1,122557160,405504,140809
ActiveFill,1000000,run_2,9666835.137047157,103.446473,80,160,280,600,14636479,100000,10,44144,139360,116834,true,linux,6,34,0,122436568,76639,56166.1
ActiveFill,1000000,run_3,9625591.722422345,103.889717,80,160,280,560,11916704,100000,10,44088,138200,115773,true,linux,5,25,0,122481088,88805,63806.6
ActiveFill,1000000,run_4,9217804.572993407,108.485702,80,160,280,560,46040,100000,10,43832,139152,116648,true,linux,6,38,0,122411760,79461,57831.4
ActiveFill,1000000,run_5,9142203.083527967,109.382825,80,160,1160,3560,58841,100000,10,43716,138240,115546,true,linux,3,25,0,122321576,76800,57545.1
ActiveFill,1000000,run_6,8914410.09221048,112.177922,80,160,280,560,9595771,100000,10,44304,138336,115860,true,linux,6,30,34,122466984,73832,49879.3
ActiveFill,1000000,run_7,8881862.033347413,112.589004,80,160,280,560,192161,100000,10,44152,138632,116244,true,linux,6,28,2,122405040,71173,52782.6
ActiveFill,1000000,run_8,8273110.055991747,120.873528,80,160,280,1520,8224444,100000,10,44232,138680,116303,true,linux,7,44,1,122548592,65332,44301.5
ActiveFill,1000000,run_9,12863110.164203262,77.741696,80,160,280,1400,913885,100000,10,44100,138716,116266,true,linux,7,36,0,122399048,62338,47480
ActiveFill,1000000,mean,9916925.713182544,102.65541,80,160,372,1044,4568144.5,100000,10,44076,138646,116166.9,true,linux,5.1,29.1,7.5,122430338.4,137671.6,86571.84
ActiveFill,1000000,stddev,1403574.9418528352,12.934879434222816,0,0,262.9372548727167,910.2878665565086,5551196.305852086,0,0,167.0161668821315,374.12404360051494,378.48208676237243,true,linux,1.8138357147217055,8.84816365128946,14.030324301312497,84718.50650619381,127100.10513858752,74395.57002915161
ActiveFill,10000000,run_0,9179356.39559485,1089.400996,80,160,360,1440,663444,100000,100,44316,941344,452387,true,linux,29,291,0,1216785880,325632,140569.5
ActiveFill,10000000,run_1,12021105.339241495,831.870258,80,160,280,680,550163,100000,100,44224,962560,453830,true,linux,2,164,1,1217981544,1119232,683130.88
ActiveFill,10000000,run_2,8910063.468600692,1122.326461,80,160,400,1520,376442,100000,100,43768,915428,449670,true,linux,3,323,0,1217317248,1297408,848660.48
ActiveFill,10000000,run_3,9413302.923746094,1062.326378,80,160,440,1480,31401,100000,100,44188,954548,451346,true,linux,3,286,1,1218019360,990208,627691.52
ActiveFill,10000000,run_4,13899588.193425696,719.445775,80,160,480,1520,76200,100000,100,44220,936540,451391,true,linux,2,251,0,1217271952,1375232,929904.64
ActiveFill,10000000,run_5,11819564.583669933,846.054855,80,160,400,1520,18080,100000,100,44188,946180,453194,true,linux,3,309,0,1217251016,1010688,595445.76
ActiveFill,10000000,run_6,9949038.260198627,1005.122278,80,160,280,720,39880,100000,100,44068,929948,450756,true,linux,2,290,0,1217729168,1401856,937594.88
ActiveFill,10000000,run_7,11437823.032645514,874.292247,80,160,320,1360,37920,100000,100,44296,932152,451152,true,linux,4,214,0,1217689096,737280,435128.32
ActiveFill,10000000,run_8,9677040.923227714,1033.373743,80,160,360,1440,389122,100000,100,44168,928052,450310,true,linux,3,289,0,1217586592,1202176,772311.04
ActiveFill,10000000,run_9,10145297.974878607,985.678294,80,160,400,1480,141681,100000,100,44308,962128,453140,true,linux,5,243,0,1217714488,1456128,683878.4
ActiveFill,10000000,mean,10645218.10952292,956.9891285,80,160,372,1316,232433.3,100000,100,44174.4,940888,451717.6,true,linux,5.6,266,0.2,1217534634.4,1091584,665431.5420000001
ActiveFill,10000000,stddev,1511303.5208824147,124.96660102983012,0,0,62.0966987850401,311.61514725699715,229331.7649664128,0,0,153.0092807642726,14708.8506689,1295.2468645011268,true,linux,7.851114570556208,45.92385001282014,0.4000000000000001,358994.0324593711,330758.34049650206,229021.96012714002
DeepSweepCross,1000000,run_0,2216578.02153703,451.145861,240,280,320,93080,179841,100000,10,44040,175484,134934,true,linux,1,97,0,246777712,1161216,873267.2
DeepSweepCross,1000000,run_1,2831611.3021341264,353.155816,240,280,320,27400,176721,100000,10,44348,175732,135188,true,linux,0,0,0,246777712,1044480,909516.8
DeepSweepCross,1000000,run_2,2821818.032908279,354.381462,240,280,320,36360,170761,100000,10,44128,175296,133704,true,linux,0,0,0,246777712,795648,659865.6
DeepSweepCross,1000000,run_3,2676831.7388941227,373.575965,240,280,320,32920,174561,100000,10,44316,175444,134886,true,linux,1,16,1,246777712,1246208,811110.4
DeepSweepCross,1000000,run_4,2828254.436036478,353.574978,240,280,320,24080,166121,100000,10,44164,175480,134928,true,linux,0,0,0,246777712,1095680,960307.2
DeepSweepCross,1000000,run_5,2830558.141852255,353.287214,240,280,320,33400,189041,100000,10,44100,175792,135234,true,linux,0,0,0,246777712,797696,663347.2
DeepSweepCross,1000000,run_6,2678924.539528501,373.284124,240,280,320,31320,174641,100000,10,44124,175404,134852,true,linux,1,17,0,246777712,1250304,813568
DeepSweepCross,1000000,run_7,2832838.278319307,353.002855,240,280,320,36400,183121,100000,10,44060,175532,134983,true,linux,0,0,0,246777832,1095680,961536
DeepSweepCross,1000000,run_8,2825716.210269229,353.89258,240,280,320,36000,780165,100000,10,44196,175892,135337,true,linux,0,0,1,246777712,798720,663552
DeepSweepCross,1000000,run_9,2686147.3305770257,372.280399,240,280,320,30720,168081,100000,10,44100,175500,134942,true,linux,1,16,0,246777712,1247232,813465.6
DeepSweepCross,1000000,mean,2722927.8032056354,369.1581254000001,240,280,320,38168,236305.4,100000,10,44157.6,175555.6,134898.8,true,linux,0.4,14.6,0.2,246777724,1053286.4,812953.6
DeepSweepCross,1000000,stddev,181306.14383933952,28.690507470957844,0,0,0,18690.873066820608,181404.42494669196,0,0,97.39322358357383,178.18148051916057,427.6638399490889,true,linux,0.48989794855663565,28.422526277584826,0.4000000000000001,36,180410.2019926811,111756.37821933924
DeepSweepCross,10000000,run_0,2786875.667318598,3588.247627,240,280,360,35960,175521,100000,100,44256,329496,292142,true,linux,3,55,0,2467777120,1253376,830730.24
DeepSweepCross,10000000,run_1,2816891.485851259,3550.012505,240,280,320,42681,4383143,100000,100,44072,385040,294326,true,linux,3,16,2,2467777120,1283732,814638.57
DeepSweepCross,10000000,run_2,2822730.429481658,3542.669146,240,280,320,35121,164081,100000,100,44112,323752,281550,true,linux,3,11,0,2467777120,1286879,845788.93
DeepSweepCross,10000000,run_3,2820986.15826496,3544.859648,240,280,360,137281,369242,100000,100,44096,403408,339004,true,linux,4,16,2,2467777120,1285736,810053.15
DeepSweepCross,10000000,run_4,2792352.8037488563,3581.209361,240,280,320,31721,172761,100000,100,44180,325624,286170,true,linux,3,11,0,2467777120,1287448,839518.21
DeepSweepCross,10000000,run_5,2820401.6842477666,3545.594252,240,280,360,60920,183321,100000,100,43800,360996,290688,true,linux,4,15,2,2467777120,1286861,831614.27
DeepSweepCross,10000000,run_6,2821704.3697617324,3543.957371,240,280,321,30600,181601,100000,100,44056,325700,289398,true,linux,3,10,0,2467777120,1285800,832943.38
DeepSweepCross,10000000,run_7,2826331.820448595,3538.154978,240,280,320,31041,198601,100000,100,44176,374700,290992,true,linux,4,16,0,2467777120,1285638,853419.2
DeepSweepCross,10000000,run_8,2821911.4586709957,3543.697294,240,280,320,35601,173801,100000,100,44096,325468,286046,true,linux,3,10,0,2467777120,1287565,827218.56
DeepSweepCross,10000000,run_9,2820371.3502519885,3545.632386,240,280,360,32600,316882,100000,100,44124,311272,278152,true,linux,3,11,3,2467777120,1285406,855918.94
DeepSweepCross,10000000,mean,2815055.722804641,3552.4034567999997,240,280,336.1,47352.6,631895.4,100000,100,44096.8,346545.6,292846.8,true,linux,3.3,17.1,0.9,2467777120,1282844.1,834184.345
DeepSweepCross,10000000,stddev,12969.851470838825,16.475231763226,0,0,19.51640335717624,31175.668105751956,1252181.682731879,0,0,113.96560884758172,30145.67496408067,16085.87015240394,true,linux,0.45825756949558405,12.872062771754962,1.1357816691600549,0,9881.931081018529,14277.391042057532
BookGrowthWorst,1000000,run_0,1866145.8308393073,535.863802,560,600,680,1080,57280,100000,10,44172,317816,203259,true,linux,0,0,0,176000560,928397,825382.6
BookGrowthWorst,1000000,run_1,1615750.2611601776,618.907528,560,600,680,3560,29240,100000,10,44116,318760,203721,true,linux,1,76,0,176000560,1276557,878136.1
BookGrowthWorst,1000000,run_2,1886188.6767170783,530.169655,560,600,680,3960,141001,100000,10,44060,318684,203721,true,linux,0,0,5,176000560,1033904,930889.6
BookGrowthWorst,1000000,run_3,1903500.065504196,525.348025,560,600,680,3520,24160,100000,10,44188,318508,203672,true,linux,1,15,0,176000560,1289904,570752.4
BookGrowthWorst,1000000,run_4,1868471.2880556076,535.196878,560,600,680,1200,36680,100000,10,44036,318940,203779,true,linux,0,0,3,176000560,1045172,942157.6
BookGrowthWorst,1000000,run_5,1935747.20002588,516.596382,560,600,680,3680,33160,100000,10,44188,318788,203751,true,linux,1,7,0,176000560,585396,482381.6
BookGrowthWorst,1000000,run_6,1874088.1506972273,533.59283,560,600,680,3681,23520,100000,10,44308,318620,203691,true,linux,0,0,0,176000560,1048244,945229.6
BookGrowthWorst,1000000,run_7,1940712.7357959421,515.274611,600,640,720,3360,27600,100000,10,44124,318708,203698,true,linux,1,6,2,176000560,585396,482381.6
BookGrowthWorst,1000000,run_8,1845574.581054847,541.836678,560,640,680,1440,26520,100000,10,44068,318112,203324,true,linux,0,0,0,176000560,1048244,945229.6
BookGrowthWorst,1000000,run_9,1876946.9559042677,532.780107,560,600,680,3600,169961,100000,10,44120,318584,203656,true,linux,1,6,0,176000560,585396,482381.6
BookGrowthWorst,1000000,mean,1861312.5745754533,538.5566495999999,564,608,684,2908.1,56912.2,100000,10,44138,318552,203627.2,true,linux,0.5,11,1,176000560,942661,748492.2299999997
BookGrowthWorst,1000000,stddev,86760.76007960395,27.95118209569676,12,16,12,1104.3959842375377,50557.876570916225,0,0,75.79445890037081,321.58109397164503,171.86843805655533,true,linux,0.5,22.16303228351211,1.6733200530681511,0,256185.84507813855,203701.24521512404
BookGrowthWorst,10000000,run_0,1124140.2284801817,8895.687341,800,840,2200,6320,39041,100000,100,44164,2414424,1247908,true,linux,13,1640,0,1760005600,2072576,1364093.44
BookGrowthWorst,10000000,run_1,1054274.219860419,9485.198264,800,840,1680,6720,40320,100000,100,44076,2247152,1231214,true,linux,13,2554,0,1760005600,3047424,1967596.32
BookGrowthWorst,10000000,run_2,857770.5990327313,11658.128655,800,880,2480,6721,33480,100000,100,44184,2394308,1251429,true,linux,17,3594,1,1760005600,3045375,2520907.1
BookGrowthWorst,10000000,run_3,884047.5946057868,11311.608177,800,880,2560,6560,39960,100000,100,44096,2451064,1257816,true,linux,16,3495,0,1760005600,3040544,2490538.96
BookGrowthWorst,10000000,run_4,988445.3814899632,10116.896884,800,840,2440,6080,119601,100000,100,43120,2344512,1240523,true,linux,12,2633,0,1760005600,3038907,1983619.16
BookGrowthWorst,10000000,run_5,968844.1879225655,10321.577117,800,840,2480,6280,621483,100000,100,44180,2390576,1249015,true,linux,13,2574,3,1760005600,3037274,2003348.89
BookGrowthWorst,10000000,run_6,913893.8091304334,10942.190329,800,880,2480,7040,291801,100000,100,44152,2417108,1254496,true,linux,13,3062,0,1760005600,3015026,2003799.44
BookGrowthWorst,10000000,run_7,980062.2645415417,10203.433355,800,840,2480,6240,628003,100000,100,44224,2414104,1254442,true,linux,13,2519,0,1760005600,2992962,1983716.44
BookGrowthWorst,10000000,run_8,1000623.0961069929,9993.772919,800,840,2440,5840,205783631,100000,100,44148,2639908,1253551,true,linux,13,2529,0,1760005600,3012960,2003803.05
BookGrowthWorst,10000000,run_9,1011924.1159955213,9882.163931,800,880,2480,6920,44800,100000,100,44184,2392504,1248683,true,linux,13,2539,0,1760005600,3014889,2004496.78
BookGrowthWorst,10000000,mean,978402.5497166135,10281.065697200002,800,856,2372,6472.1,20764212,100000,100,44052.8,2410566,1248907.7,true,linux,13.6,2713.9,0.4,1760005600,2931793.7,2032591.9579999999
BookGrowthWorst,10000000,stddev,75116.3813856706,788.9463382668172,0,19.595917942265423,247.25695136840946,363.5184864625182,61673548.417047404,0,0,313.6408136706701,92933.02166614405,7440.189433744278,true,linux,1.4966629547095764,530.4316072784502,0.9165151389911681,0,286899.6494041253,301226.0436362908
