scenario,scale,row_type,ops_sec,submit_elapsed_ms,p50_ns,p90_ns,p99_ns,p999_ns,max_ns,latency_sample_count,latency_sample_stride,baseline_rss_kb,peak_rss_kb,avg_rss_kb,rss_supported,target_os,gc_count,gc_time_ms,jit_compile_ms,alloc_bytes,heap_used_peak_kb,heap_used_avg_kb
ThinBook,10000000,run_5,3730939.5207502972,2680.29003,240,360,480,2320,46200,100000,100,39884,1118496,555575,true,linux,5,753,1,632581600,1425408,1064396.8
ThinBook,10000000,run_6,3359804.786149499,2976.363401,240,360,560,4360,41120,100000,100,39840,1102704,555632,true,linux,7,784,0,632581600,1119232,768940.6
ThinBook,10000000,run_7,3070878.3561872155,3256.397304,240,360,520,2880,66761,100000,100,39880,1076140,555605,true,linux,6,821,3,632581600,1595392,1238906.88
ThinBook,10000000,run_8,3553125.812529921,2814.423279,240,360,480,3000,67441,100000,100,39832,1151264,559163,true,linux,7,759,0,632581600,1742848,1048002.56
ThinBook,10000000,run_9,3366609.7910486367,2970.34721,240,360,520,2920,30560,100000,100,39836,1137008,561398,true,linux,7,794,0,632581600,1100800,762839.04
ThinBook,10000000,mean,3476330.6488698823,2886.4258939999995,240,356,520,3236,76308.4,100000,100,39857.6,1071954.8,554706.8,true,linux,6.3,764.9,1.5,632581600,1464934.4,1025711.4420000002
ThinBook,10000000,stddev,202080.75788385008,169.7132408535879,0,12,30.983866769659336,712.5054385757346,72290.15757238325,0,0,27.782008566696543,58915.00315675116,8060.011399495661,true,linux,1.1874342087037917,60.632417072058075,2.0615528128088303,0,310822.4440143279,233712.7429637356
ActiveFill,1000000,run_0,3738922.3442467307,267.456745,80,160,1000,1640,69921,100000,10,39840,129676,114350,true,linux,1,137,283,138996648,1271808,1184972.8
ActiveFill,1000000,run_1,11423312.918616584,87.540279,80,160,320,1440,29761,100000,10,39840,131560,115920,true,linux,0,0,0,136919528,1374208,1288396.8
ActiveFill,1000000,run_2,13363208.121409556,74.83233,80,160,320,600,36160,100000,10,39828,129776,114338,true,linux,0,0,0,136809160,1328128,1241497.6
ActiveFill,1000000,run_3,10106949.618402516,98.941821,80,160,320,1280,28160,100000,10,39888,130848,114729,true,linux,0,0,1,136855144,1715200,1628160
ActiveFill,1000000,run_4,13415556.564017849,74.540329,80,160,320,600,23840,100000,10,39808,128468,112783,true,linux,0,0,0,136766568,1317888,1231872
ActiveFill,1000000,run_5,13224571.984744027,75.616814,80,160,1280,3600,60640,100000,10,39844,130736,114601,true,linux,0,0,1,136679600,1704960,1617920
ActiveFill,1000000,run_6,13234127.66552701,75.562215,80,160,280,560,66400,100000,10,39860,129216,114365,true,linux,0,0,8,136811448,1156096,1070284.8
ActiveFill,1000000,run_7,13337948.08553162,74.974051,80,160,320,600,60560,100000,10,39828,128808,112713,true,linux,0,0,0,136763448,1543168,1456537.6
ActiveFill,1000000,run_8,12623139.833601518,79.219593,80,160,320,1280,33040,100000,10,39844,128540,112566,true,linux,0,0,2,136913744,1930240,1843200
ActiveFill,1000000,run_9,13420778.113094427,74.511328,80,160,320,600,31401,100000,10,39840,129404,114258,true,linux,0,0,2,136762856,1319936,1233920
ActiveFill,1000000,mean,11788851.524919186,98.31955050000002,80,160,480,1220,43988.3,100000,10,39842,129703.2,114062.3,true,linux,0.1,13.7,29.7,137027814.4,1466163.2,1379676.16
ActiveFill,1000000,stddev,2877456.8315353435,56.87796948344956,0,0,336.0952246016001,887.1076597572586,17103.164602201545,0,0,20.019990009987517,991.8674104939631,1008.4927416694677,true,linux,0.30000000000000004,41.099999999999994,84.4642527937115,659930.1837963165,233480.89246223125,233112.62367816633
ActiveFill,10000000,run_0,9764863.216701109,1024.079885,80,160,440,1640,55120,100000,100,39832,959724,494063,true,linux,17,265,0,1360411240,1975296,433332.85
ActiveFill,10000000,run_1,9797006.159731444,1020.719987,80,160,920,1680,1190207,100000,100,39824,977968,496282,true,linux,11,208,2,1361639136,492180,273790.8
ActiveFill,10000000,run_2,8817185.156596083,1134.148804,80,160,400,3360,329602,100000,100,39872,943600,492248,true,linux,21,274,0,1360953264,345679,173838.38
ActiveFill,10000000,run_3,9717000.994175524,1029.12411,80,160,360,1560,60600,100000,100,39828,956812,494807,true,linux,26,248,0,1361692696,453074,167678.81
ActiveFill,10000000,run_4,9259165.690245979,1080.010914,80,160,360,1640,1330848,100000,100,39848,959776,493691,true,linux,11,214,0,1360914352,631692,281340.08
ActiveFill,10000000,run_5,9844972.982539095,1015.74682,80,160,920,1640,79660916,100000,100,39852,969992,495052,true,linux,7,212,0,1360855448,667220,343113.2
ActiveFill,10000000,run_6,10664087.72056746,937.72672,80,160,240,680,36160,100000,100,39812,986128,496642,true,linux,3,180,0,1361373104,823296,513320.96
ActiveFill,10000000,run_7,10912125.281464359,916.411766,80,160,280,920,16440,100000,100,39832,999956,496350,true,linux,2,224,0,1361313712,1530880,881438.72
ActiveFill,10000000,run_8,9772186.555657728,1023.312433,80,160,280,720,144401,100000,100,39844,979684,495065,true,linux,7,238,0,1361170192,1034240,455106.73
ActiveFill,10000000,run_9,9672043.286858324,1033.907697,80,160,280,720,144241,100000,100,39876,984836,494977,true,linux,2,223,3,1361303344,1369088,848506.88
ActiveFill,10000000,mean,9822063.70445371,1021.5189135999999,80,160,448,1456,8296853.5,100000,100,39842,971847.6,494917.7,true,linux,10.7,228.6,0.5,1361162648.8,932264.5,437146.74100000004
ActiveFill,10000000,stddev,571343.1889729917,58.67751026434362,0,0,243.17894645713062,758.9888009713977,23792499.007130947,0,0,19.53458471531965,16067.742835880837,1276.8757222220179,true,linux,7.861933604400382,26.792536274119325,1.02469507659596,368705.0878902541,508656.6621557709,239687.21073232626
WorstCaseCross,1000000,run_0,4438673.8724986045,225.292515,120,200,1400,105160,183441,100000,10,39932,171348,126600,true,linux,0,0,1,270753736,550912,405094.4
WorstCaseCross,1000000,run_1,3174859.955260572,314.974523,120,160,200,37400,911165,100000,10,39848,164344,125870,true,linux,4,45,0,270753736,940032,373964.8
WorstCaseCross,1000000,run_2,4052596.3953719367,246.755389,120,160,200,26800,302081,100000,10,39896,171460,126428,true,linux,6,17,2,270753736,353280,153750.3
WorstCaseCross,1000000,run_3,3129067.4846015694,319.584031,120,160,240,38920,6778637,100000,10,39832,172256,126181,true,linux,21,73,1,270753736,31706,24016.2
WorstCaseCross,1000000,run_4,3025989.5463923053,330.470408,120,160,240,39161,1454808,100000,10,39840,171356,126379,true,linux,25,73,0,270753736,35684,24022.3
WorstCaseCross,1000000,run_5,3105609.3516108794,321.998,120,160,240,48560,190561,100000,10,39840,169716,125458,true,linux,25,72,0,270753736,40960,26599.6
WorstCaseCross,1000000,run_6,3153846.1113905334,317.073175,120,160,240,115761,1105286,100000,10,39832,164268,125836,true,linux,26,70,0,270753736,35042,23614.7
WorstCaseCross,1000000,run_7,3267989.726250762,305.998514,120,160,240,116321,6350395,100000,10,39840,171500,126430,true,linux,24,70,1,270753736,37160,25114.4
WorstCaseCross,1000000,run_8,3326927.821761945,300.577606,120,160,200,115681,6454795,100000,10,39836,163736,125596,true,linux,14,44,0,270753736,99739,46698
WorstCaseCross,1000000,run_9,2878239.696232885,347.43458,120,160,240,115720,318682,100000,10,39868,170800,126357,true,linux,27,81,0,270753736,35659,21814.1
WorstCaseCross,1000000,mean,3355379.9961371995,303.01587409999996,120,164,344,75948.4,2404985.1,100000,10,39856.4,169078.4,126113.5,true,linux,17.2,54.5,0.5,270753736,216017.4,112468.88
WorstCaseCross,1000000,stddev,468086.52717219264,35.94887871676312,0,12,352.45425235057104,38216.29393125398,2730080.61735127,0,0,31.4680790643471,3308.1418107451195,374.68500103420206,true,linux,9.806120537705011,25.981724346163016,0.6708203932499369,0,293789.10119308374,143806.86437096668
WorstCaseCross,10000000,run_0,4073562.6195789725,2454.853634,120,160,240,114881,160441,100000,100,39880,488920,368845,true,linux,23,93,1,2707537480,265948,109410.83
WorstCaseCross,10000000,run_1,4376527.698111601,2284.91642,120,160,200,45841,149680,100000,100,39824,488708,356868,true,linux,10,42,1,2707537360,325596,172107.11
WorstCaseCross,10000000,run_2,4367541.699992084,2289.617521,120,160,200,35121,161281,100000,100,39864,455884,359381,true,linux,10,43,1,2707537360,325600,166105.16
WorstCaseCross,10000000,run_3,4379856.445597386,2283.179854,120,160,200,29641,157801,100000,100,39856,486844,359621,true,linux,10,42,1,2707537360,327650,173616.88
WorstCaseCross,10000000,run_4,4385628.759606842,2280.174759,120,160,200,21520,168160,100000,100,39864,429460,367104,true,linux,10,43,2,2707537360,324157,166921.39
WorstCaseCross,10000000,run_5,4376424.648215831,2284.970222,120,160,200,29600,152200,100000,100,39828,486832,361546,true,linux,10,44,0,2707537360,326197,174366.74
WorstCaseCross,10000000,run_6,4388923.682081378,2278.46295,120,160,200,115601,605203,100000,100,39824,492960,359169,true,linux,10,36,1,2707537360,327660,168989.57
WorstCaseCross,10000000,run_7,4357119.550163449,2295.094244,120,160,200,31160,152721,100000,100,39836,433392,364945,true,linux,11,49,1,2707537360,327662,170000.73
WorstCaseCross,10000000,run_8,4389341.881334356,2278.245867,120,160,200,29440,166601,100000,100,39860,476564,374387,true,linux,10,40,2,2707537360,325616,169978.41
WorstCaseCross,10000000,run_9,4380390.488823789,2282.901496,120,160,200,30560,144041,100000,100,39840,427124,365085,true,linux,11,46,0,2707537360,324162,168407.72
WorstCaseCross,10000000,mean,4347531.747350569,2301.2416967,120,160,204,48336.5,201812.9,100000,100,39847.6,466668.8,363695.1,true,linux,11.5,47.8,1,2707537372,320024.8,163990.45399999997
WorstCaseCross,10000000,stddev,91795.59735394607,51.43433088610401,0,0,12,33943.154011523446,134653.02481225587,0,0,18.714700104463336,25991.385268199923,5127.144652728261,true,linux,3.8535697735995385,15.412981541544777,0.6324555320336759,36,18068.583983256685,18370.344718986194
