scenario,scale,row_type,ops_sec,submit_elapsed_ms,p50_ns,p90_ns,p99_ns,p999_ns,max_ns,latency_sample_count,latency_sample_stride,baseline_rss_kb,peak_rss_kb,avg_rss_kb,rss_supported,target_os,gc_count,gc_time_ms,jit_compile_ms,alloc_bytes,heap_used_peak_kb,heap_used_avg_kb
ActiveFill,10000000,run_5,9234340.809550151,1082.914331,80,160,1120,2160,96361,100000,100,39840,1057588,496146,true,linux,5,303,0,1397025032,1641229,944354.83
ActiveFill,10000000,run_6,10211426.972570017,979.295061,80,160,400,1560,115477409,100000,100,39872,979676,499778,true,linux,2,224,0,1397625488,1068032,619683.84
ActiveFill,10000000,run_7,9927488.196653344,1007.304144,80,160,1000,1600,32320,100000,100,39840,952016,492708,true,linux,2,252,1,1397546680,1460224,980664.32
ActiveFill,10000000,run_8,11974763.277401078,835.089577,80,160,400,1520,145641,100000,100,39884,953876,490939,true,linux,2,188,0,1397358424,943104,585410.56
ActiveFill,10000000,run_9,13302095.2072962,751.761271,80,160,480,1640,144681,100000,100,39856,923392,487795,true,linux,2,256,0,1397519272,1395712,920186.7
ActiveFill,10000000,mean,10335565.547478179,980.8442861,80,160,596,1608,11765874.3,100000,100,39856.8,970108.4,494102.5,true,linux,6.1,248.1,0.4,1397373834.4,1137913.7,695346.9230000002
ActiveFill,10000000,stddev,1281576.3916537995,108.12410791072168,0,0,303.2886413962778,206.920274502041,34572625.89165501,0,0,22.18467939817928,34478.89053667476,3434.683660833993,true,linux,9.159148432032312,32.58051564969468,0.66332495807108,417695.7321542082,342132.6362047474,269782.515860182
WorstCaseCross,1000000,run_0,3028888.667793478,330.154096,120,160,200,47401,172961,100000,10,39884,171628,126536,true,linux,1,74,1,294729856,1046528,506265.6
WorstCaseCross,1000000,run_1,3549592.1901929425,281.722504,120,160,200,50520,172601,100000,10,39828,171416,126527,true,linux,1,47,0,294729736,1052672,703897.6
WorstCaseCross,1000000,run_2,4278163.522669963,233.745156,120,160,200,39920,159561,100000,10,39876,162768,124981,true,linux,0,0,1,294729736,1057792,901734.4
WorstCaseCross,1000000,run_3,4311166.476452254,231.955784,120,160,200,32320,174481,100000,10,39848,171740,126374,true,linux,0,0,0,294729736,880640,725606.4
WorstCaseCross,1000000,run_4,4301831.151432385,232.459147,120,160,200,31640,172361,100000,10,39840,169432,125381,true,linux,0,0,1,294729736,705536,548864
WorstCaseCross,1000000,run_5,3965378.502357116,252.182736,120,160,200,38680,154360,100000,10,39840,171752,126349,true,linux,1,19,1,294729736,1088512,458342.4
WorstCaseCross,1000000,run_6,3954534.5267285444,252.874262,120,160,200,67200,165841,100000,10,39904,170676,126535,true,linux,1,20,1,294729736,1082368,715980.8
WorstCaseCross,1000000,run_7,4304120.401604734,232.335508,120,160,200,50600,157281,100000,10,39852,164184,125782,true,linux,0,0,0,294729736,1043456,886784
WorstCaseCross,1000000,run_8,4258570.8849344365,234.82056,120,160,200,59800,169761,100000,10,39844,171724,126336,true,linux,0,0,0,294729736,868352,711884.8
WorstCaseCross,1000000,run_9,4314883.97393496,231.755942,120,160,200,42360,163921,100000,10,39836,171960,126466,true,linux,0,0,0,294729736,691200,535552
WorstCaseCross,1000000,mean,4026713.0298100812,251.4005695,120,160,200,46044.1,166312.9,100000,10,39855.2,169728,126126.7,true,linux,0.4,16,0.5,294729748,951705.6,669491.2
WorstCaseCross,1000000,stddev,408148.98211971024,30.326880274733,0,0,0,10865.376905105502,6891.322550135061,0,0,23.24134247413432,3220.772578124696,524.5470522269666,true,linux,0.48989794855663565,24.261079942986875,0.5,36,146665.4005627776,146000.45344192602
WorstCaseCross,10000000,run_0,4167609.9912961633,2399.456768,120,160,200,38760,163561,100000,100,39840,397840,348436,true,linux,4,79,2,2947297360,1089536,665139.2
WorstCaseCross,10000000,run_1,4263184.263114892,2345.664504,120,160,200,49961,158881,100000,100,39864,480960,357868,true,linux,4,18,1,2947297360,1129847,678450.42
WorstCaseCross,10000000,run_2,4271351.384630951,2341.17943,120,160,200,30920,167121,100000,100,39824,479072,367469,true,linux,4,16,0,2947297360,1137440,679501.18
WorstCaseCross,10000000,run_3,4252750.115072401,2351.419606,120,160,200,51920,751484,100000,100,39840,418936,354218,true,linux,4,17,0,2947297360,1122241,693668.97
WorstCaseCross,10000000,run_4,4268746.919245348,2342.60784,120,160,200,40200,158441,100000,100,39848,421132,366189,true,linux,4,16,0,2947297360,1135396,668427.93
WorstCaseCross,10000000,run_5,4268092.837026972,2342.966843,120,160,200,38600,172561,100000,100,39836,412860,359175,true,linux,4,20,0,2947297360,1118740,678757.9
WorstCaseCross,10000000,run_6,4236247.085052148,2360.579966,120,160,200,67441,168681,100000,100,39840,499172,366882,true,linux,4,18,2,2947297360,1136580,705557.62
WorstCaseCross,10000000,run_7,4266598.006068482,2343.787717,120,160,200,122520,621364,100000,100,39856,449784,375502,true,linux,4,15,0,2947297360,1137450,666517.05
WorstCaseCross,10000000,run_8,4261266.478882625,2346.720171,120,160,200,123161,605323,100000,100,39824,435540,362798,true,linux,4,18,1,2947297360,1122150,680794.76
WorstCaseCross,10000000,run_9,4268078.453235086,2342.974739,120,160,200,31360,165001,100000,100,39832,439716,371774,true,linux,4,18,0,2947297360,1129859,702865.78
WorstCaseCross,10000000,mean,4252392.553362506,2351.7357584,120,160,200,59484.3,313241.8,100000,100,39840.4,443501.2,363031.1,true,linux,4,23.5,0.6,2947297360,1125923.9,681968.081
WorstCaseCross,10000000,stddev,29942.174597749312,16.82024562404816,0,0,0,33292.45088319573,229459.6620096003,0,0,12.191800523302538,31642.569405154194,7802.098992578857,true,linux,0,18.548584851680733,0.7999999999999999,0,13795.340412255147,13658.381106748662
