scenario,scale,row_type,ops_sec,submit_elapsed_ms,p50_ns,p90_ns,p99_ns,p999_ns,max_ns,latency_sample_count,latency_sample_stride,baseline_rss_kb,peak_rss_kb,avg_rss_kb,rss_supported,target_os,gc_count,gc_time_ms,jit_compile_ms,alloc_bytes,heap_used_peak_kb,heap_used_avg_kb
ThinBook,10000000,run_4,2886653.161069192,3464.219441,240,360,600,3360,60880,100000,100,39816,1120232,560951,true,linux,9,816,0,632581600,1775758,828383.92
ThinBook,10000000,run_5,3593759.3022774966,2782.601493,240,320,480,2560,1882890,100000,100,39860,1104484,554481,true,linux,5,724,2,632581600,1423360,1063905.28
ThinBook,10000000,run_6,3501858.9775966224,2855.62613,280,400,600,4400,66560,100000,100,39924,1117120,556461,true,linux,5,748,0,632581600,1436672,1072568.32
ThinBook,10000000,run_7,3491016.9544467586,2864.494825,240,360,520,3280,47481,100000,100,39840,1112612,555501,true,linux,7,709,2,632581600,1295360,968407.04
ThinBook,10000000,run_8,3910348.9698458384,2557.316515,240,400,560,2840,48521,100000,100,39844,1134084,554139,true,linux,7,773,0,632581600,2001920,1583083.52
ThinBook,10000000,run_9,3698928.7305759047,2703.485449,240,360,520,4280,57840,100000,100,39896,1050516,556488,true,linux,6,620,3,632581600,1581056,920125.44
ThinBook,10000000,mean,3416818.148872521,2948.1373480000007,248,372,604,3548,249217.4,100000,100,39864,1086578.8,555337.5,true,linux,6.4,756,1.2,632581600,1530439,1017413.474
ThinBook,10000000,stddev,287337.54670864623,256.1257857934367,16,25.612496949731394,163.41358572652396,677.1823978811026,545830.0817760414,0,0,34.68717342188608,44030.904275974164,2785.52107333619,true,linux,1.3564659966250536,84.90818570667966,1.16619037896906,0,387850.2043843731,253070.24879473037
ActiveFill,1000000,run_0,11603362.222727071,86.181917,80,160,320,560,24880,100000,10,39832,130288,114513,true,linux,1,8,14,138060320,505856,360448
ActiveFill,1000000,run_1,13360293.693457734,74.848654,80,160,240,560,196362,100000,10,39912,133588,116348,true,linux,0,0,2,136919528,414720,327680
ActiveFill,1000000,run_2,9048986.534773223,110.509613,80,160,1120,3320,2020011,100000,10,39868,130144,114476,true,linux,5,24,0,136809160,116722,65415
ActiveFill,1000000,run_3,9502550.688909743,105.234903,80,160,1200,1840,40920,100000,10,39828,130204,114514,true,linux,5,32,0,136855144,99523,69061.9
ActiveFill,1000000,run_4,8821526.38041737,113.359067,80,160,1120,1840,56360,100000,10,39916,128716,113198,true,linux,5,28,0,136766568,204244,68886.9
ActiveFill,1000000,run_5,8887721.002848133,112.514783,80,160,960,1960,7007639,100000,10,39836,131664,116168,true,linux,5,38,0,136679600,189849,88057.5
ActiveFill,1000000,run_6,7028387.354303376,142.280149,80,160,240,560,75240,100000,10,39848,130260,115062,true,linux,4,30,8,136811448,195174,107095.6
ActiveFill,1000000,run_7,9200488.074851785,108.689886,80,160,360,1480,70761,100000,10,38412,126644,110908,true,linux,1,9,0,136763448,203444,122447.8
ActiveFill,1000000,run_8,12532213.428006018,79.794364,80,160,280,1280,9264652,100000,10,39828,128328,112677,true,linux,1,7,0,136913744,223822,126623.6
ActiveFill,1000000,run_9,9745858.039570756,102.607692,80,160,240,600,49480,100000,10,39840,131428,115433,true,linux,5,33,0,136762856,106609,74008.5
ActiveFill,1000000,mean,9973138.741986522,103.60210279999998,80,160,608,1400,1880630.5,100000,10,39712,130126.4,114329.7,true,linux,3.2,20.9,2.4,136934181.6,225996.3,140972.48000000004
ActiveFill,1000000,stddev,1832467.4604201491,18.560473374761322,0,0,407.05773546267363,846.4514162076877,3220413.934462595,0,0,434.4559816598225,1828.7133837755985,1581.6313761430001,true,linux,2.039607805437114,12.817566071606574,4.5431266766402185,381728.90014228685,126242.1958483375,103964.64009382036
ActiveFill,10000000,run_0,8938323.386786435,1118.778049,80,160,400,1520,130961,100000,100,39920,981464,496746,true,linux,33,267,1,1360411240,330752,137091.18
ActiveFill,10000000,run_1,8830295.872706022,1132.464885,80,160,280,640,1429008,100000,100,39848,980432,495096,true,linux,3,288,0,1361639136,1117184,672331.15
ActiveFill,10000000,run_2,10912849.29041822,916.350967,80,160,280,720,243202,100000,100,39848,997108,497298,true,linux,2,225,0,1360953264,1514496,983326.72
ActiveFill,10000000,run_3,8765132.579576634,1140.884055,80,160,280,680,33520,100000,100,39816,978428,495869,true,linux,6,296,0,1361692696,1624064,649482.24
ActiveFill,10000000,run_4,12132306.578815794,824.245574,80,160,280,760,26360,100000,100,39832,957312,493059,true,linux,2,217,0,1360914352,1255424,806686.72
ActiveFill,10000000,run_5,8653723.476498721,1155.571937,80,160,320,1320,24681,100000,100,39844,955760,492614,true,linux,3,398,0,1360855448,1507328,1019760.64
ActiveFill,10000000,run_6,10235446.173027065,976.99698,80,160,1000,1600,36240,100000,100,39844,979288,497089,true,linux,5,357,2,1361373104,1782784,1036677.12
ActiveFill,10000000,run_7,11793215.731645508,847.945143,80,160,360,1480,29841,100000,100,39824,1001500,497244,true,linux,2,234,0,1361313712,1225728,826798.08
ActiveFill,10000000,run_8,9775377.896436527,1022.978355,80,160,280,1080,140360,100000,100,39880,1004996,493272,true,linux,2,275,0,1361170192,1615872,1114910.72
ActiveFill,10000000,run_9,8990834.369425097,1112.243824,80,160,280,720,122241,100000,100,39852,1074540,500480,true,linux,2,212,1,1361303344,1073152,625021.59
ActiveFill,10000000,mean,9902750.535533603,1024.8459768999996,80,160,376,1052,221641.4,100000,100,39850.8,991082.8,495876.7,true,linux,6,276.9,0.4,1361162648.8,1304678.4,787208.6159999999
ActiveFill,10000000,stddev,1243306.137274808,120.08170876857794,0,0,211.81123671797963,372.6875366845529,408214.15516520245,0,0,28.343605980891002,31932.572263442857,2308.332430565407,true,linux,9.09945053286186,58.31372051241457,0.66332495807108,368705.0878902541,394775.16217391385,272989.9959828073
DeepSweepCross,1000000,run_0,3870621.608476677,258.356435,120,160,1320,71601,193681,100000,10,39892,172584,126612,true,linux,1,87,2,270753736,1226752,797900.8
DeepSweepCross,1000000,run_1,4450677.628353348,224.684887,120,160,200,31160,156521,100000,10,39824,171172,126383,true,linux,0,0,0,270753736,1271808,1127219.2
DeepSweepCross,1000000,run_2,4423327.772546824,226.074135,120,160,200,28360,153041,100000,10,38408,170944,124769,true,linux,0,0,2,270753736,879616,734003.2
DeepSweepCross,1000000,run_3,4431754.0281497575,225.644292,120,160,200,25920,252681,100000,10,39856,164288,125813,true,linux,0,0,0,270753736,1524736,1379737.6
DeepSweepCross,1000000,run_4,4435987.874315865,225.42893,120,160,200,37440,167401,100000,10,39832,171316,126368,true,linux,0,0,1,270753736,1079296,933683.2
DeepSweepCross,1000000,run_5,4041521.3781830394,247.431575,120,160,200,29880,155041,100000,10,39840,171116,126657,true,linux,1,20,0,270753736,1499136,816947.2
DeepSweepCross,1000000,run_6,4442514.83319052,225.097729,120,160,200,30921,156161,100000,10,39820,171908,126870,true,linux,0,0,0,270753736,1284096,1138073.6
DeepSweepCross,1000000,run_7,4422348.113304238,226.124216,120,160,200,28040,156801,100000,10,39948,170984,126491,true,linux,0,0,0,270753736,838656,693452.8
DeepSweepCross,1000000,run_8,4391966.804601362,227.688424,120,160,200,29560,144641,100000,10,39828,170408,126425,true,linux,0,0,0,270753736,1487872,1341644.8
DeepSweepCross,1000000,run_9,4420246.346075187,226.231735,120,160,200,36360,151281,100000,10,39880,171392,126376,true,linux,0,0,0,270753736,1048576,902963.2
DeepSweepCross,1000000,mean,4333096.638719682,231.2762358,120,160,312,34924.2,168725,100000,10,39712.8,170611.2,126276.4,true,linux,0.2,10.7,0.5,270753736,1214054.4,986562.5599999999
DeepSweepCross,1000000,stddev,192920.9824155405,11.107593426710794,0,0,336,12686.797805593023,30724.111443620302,0,0,436.56770379862036,2179.982238459754,565.2122079360989,true,linux,0.4000000000000001,26.122978390681254,0.806225774829855,0,236535.22269429557,233935.28300192428
DeepSweepCross,10000000,run_0,4355844.152532583,2295.766251,120,160,200,38800,306722,100000,100,39856,509240,379144,true,linux,3,56,2,2707537360,1522688,978472.96
DeepSweepCross,10000000,run_1,4357493.981175489,2294.897031,120,160,200,38760,160441,100000,100,39848,496964,371137,true,linux,3,39,0,2707537360,1527808,983879.68
DeepSweepCross,10000000,run_2,4407308.948941656,2268.95825,120,160,200,26680,184561,100000,100,39840,461576,387178,true,linux,3,14,3,2707537360,1548120,1002896.66
DeepSweepCross,10000000,run_3,4403352.480433859,2270.996938,120,160,200,44520,743924,100000,100,39856,488840,354323,true,linux,3,11,0,2707537480,1558897,1019480.94
DeepSweepCross,10000000,run_4,4412424.608640242,2266.327674,120,160,200,21720,153881,100000,100,39880,507212,369780,true,linux,3,15,0,2707537360,1548104,979698.71
DeepSweepCross,10000000,run_5,4401707.139081446,2271.845828,120,160,200,35521,158041,100000,100,39912,418956,363476,true,linux,3,13,0,2707537360,1551056,988865.74
DeepSweepCross,10000000,run_6,4420927.993891707,2261.968531,120,160,200,40760,169801,100000,100,39876,429568,359511,true,linux,3,11,1,2707537360,1557757,1005325.34
DeepSweepCross,10000000,run_7,4397280.807207853,2274.132683,120,160,200,115241,501363,100000,100,39864,488720,381863,true,linux,3,12,0,2707537360,1553110,1011701.17
DeepSweepCross,10000000,run_8,4413062.589536875,2266.000039,120,160,200,40000,176281,100000,100,39844,501396,368487,true,linux,2,8,0,2707537360,1552645,999700.27
DeepSweepCross,10000000,run_9,4378434.0460491795,2283.921579,120,160,200,40320,167641,100000,100,39828,421228,365054,true,linux,3,10,0,2707537360,1559258,990154.78
DeepSweepCross,10000000,mean,4394783.674749089,2275.4814804000002,120,160,200,44232.2,272265.6,100000,100,39860.4,472370,369995.3,true,linux,2.9,18.9,0.6,2707537372,1547944.3,996017.625
DeepSweepCross,10000000,stddev,21880.22314107023,11.373923553811728,0,0,0,24571.982324590746,188162.65938873205,0,0,22.87006777427649,34606.93568636206,9725.586090822497,true,linux,0.3,14.916098685648336,1.0198039027185568,36,12025.480789141031,13232.504169334125
BookGrowthWorst,1000000,run_0,3236571.214388092,308.968947,280,320,400,680,37120,100000,10,39832,333800,214369,true,linux,0,0,23,199994416,1505777,1391089
BookGrowthWorst,1000000,run_1,3580562.7788933916,279.285705,280,320,400,720,33520,100000,10,39848,335360,214977,true,linux,0,0,0,199994416,939740,825052
BookGrowthWorst,1000000,run_2,3580969.0146557675,279.254022,280,320,400,680,31040,100000,10,39860,333672,214257,true,linux,0,0,0,199994416,1449692,1334594.4
BookGrowthWorst,1000000,run_3,3501354.2432901575,285.603778,280,320,400,680,32240,100000,10,39836,335024,214583,true,linux,0,0,0,199994416,934620,819522.4
BookGrowthWorst,1000000,run_4,3599281.171720359,277.833254,280,320,400,680,33920,100000,10,39880,335792,215190,true,linux,0,0,2,199994416,1442524,1329064.8
BookGrowthWorst,1000000,run_5,3552474.6474449555,281.493916,280,320,400,680,33920,100000,10,39836,333544,214146,true,linux,0,0,0,199994416,929504,816044.8
BookGrowthWorst,1000000,run_6,3583385.535496583,279.065702,280,320,400,680,151601,100000,10,39824,333432,214108,true,linux,0,0,1,199994416,1439456,1325587.2
BookGrowthWorst,1000000,run_7,3503316.8843730544,285.443776,280,320,400,680,152441,100000,10,39852,335560,214881,true,linux,0,0,2,199994416,932578,818709.2
BookGrowthWorst,1000000,run_8,3556713.520309028,281.158433,280,320,400,680,45400,100000,10,39832,333576,214189,true,linux,0,0,1,199994416,1442530,1328251.6
BookGrowthWorst,1000000,run_9,3583654.6957763494,279.044742,280,320,400,720,35200,100000,10,39856,334852,214698,true,linux,0,0,0,199994416,932580,818096.8
BookGrowthWorst,1000000,mean,3527828.3706347733,283.71522749999997,280,320,400,688,58640.2,100000,10,39845.6,334461.2,214539.8,true,linux,0,0,2.9,199994416,1194900.1,1080601.22
BookGrowthWorst,1000000,stddev,102219.24479531901,8.793909442987488,0,0,0,16,46840.26891639288,0,0,16.01998751560063,894.4165472530124,364.82236773531304,true,linux,0,0,6.7446274915669004,0,261710.01637402037,261715.84645003747
BookGrowthWorst,10000000,run_0,1896473.6534784404,5272.944331,320,400,1400,5720,604963,100000,100,39876,2739788,1410195,true,linux,10,1998,0,1999999456,2716672,1688235.04
BookGrowthWorst,10000000,run_1,2001949.17258733,4995.131813,320,360,1240,6000,153201,100000,100,39784,2609780,1371871,true,linux,15,1981,0,1999999456,2953983,1839100.44
BookGrowthWorst,10000000,run_2,1919033.6660224982,5210.956002,320,360,1320,5560,49361,100000,100,39820,2589352,1380099,true,linux,15,1955,0,1999999456,2900752,1818507.8
BookGrowthWorst,10000000,run_3,1931690.9187058515,5176.811623,320,360,680,8840,106001,100000,100,39908,2599192,1369159,true,linux,19,2078,0,1999999456,2760158,1649518.41
BookGrowthWorst,10000000,run_4,1968451.4254661761,5080.135517,320,360,1360,5601,667724,100000,100,39852,2473612,1370518,true,linux,15,2041,1,1999999456,3008136,1867400
BookGrowthWorst,10000000,run_5,2052077.7674828046,4873.109664,320,400,1400,6000,194811357,100000,100,39828,2662136,1402083,true,linux,14,1896,7,1999999456,3008440,1895437.53
BookGrowthWorst,10000000,run_6,1800718.4305434006,5553.339062,320,400,1320,5120,851285,100000,100,39876,2581964,1368671,true,linux,14,2644,0,1999999456,3039900,1866421.91
BookGrowthWorst,10000000,run_7,2130349.0553898183,4694.066437,320,400,1360,5920,189949091,100000,100,39860,2512904,1375767,true,linux,14,1934,1,1999999456,3027646,1935106.36
BookGrowthWorst,10000000,run_8,1611049.8919401898,6207.132411,320,360,1320,5920,64881,100000,100,39828,2587812,1372706,true,linux,14,2696,0,1999999456,3030065,1866864
BookGrowthWorst,10000000,run_9,1656954.2240202483,6035.169744,320,360,1280,5960,186609032,100000,100,39780,2610780,1376907,true,linux,14,2721,0,1999999456,3028426,1843837.44
BookGrowthWorst,10000000,mean,1896874.8205636754,5309.8796604,320,376,1268,6064.1,57386689.6,100000,100,39841.2,2596732,1379797.6,true,linux,14.4,2194.4,0.9,1999999456,2947417.8,1827042.893
BookGrowthWorst,10000000,stddev,156514.9107112943,462.7181031817203,0,19.595917942265423,201.63333057805696,961.483900021212,87134556.43655445,0,0,38.94817068874995,69031.98039169962,13716.949071859968,true,linux,2.0591260281974004,326.5587849070975,2.071231517720798,0,112393.71596561794,85090.25448217972
